"id","organization_id","student_id","eventdate","care_type","entrytime","exittime","breaktime","worktime","status","comment","created_at","updated_at","deleted_at"
213,1,12,2022-06-20,,"17:59:01","18:42:01",,,"1",,2022-06-20 17:59:01.000,2022-06-20 18:42:01.000,
214,1,11,2022-06-20,,"17:59:04","18:41:56",,,"1",,2022-06-20 17:59:04.000,2022-06-20 18:41:56.000,
215,1,24,2022-06-20,,"18:55:43","19:37:03",,,"1",,2022-06-20 18:55:43.000,2022-06-20 19:37:03.000,
216,1,45,2022-06-21,,"16:44:08","17:31:16",,,"1",,2022-06-21 16:44:08.000,2022-06-21 19:13:43.000,
217,1,42,2022-06-21,,"16:48:14","17:31:10",,,"1",,2022-06-21 16:48:14.000,2022-06-21 17:31:10.000,
218,1,36,2022-06-21,,"18:01:13","18:44:30",,,"1",,2022-06-21 18:01:13.000,2022-06-21 18:44:30.000,
219,1,19,2022-06-22,,"16:10:10","17:10:29",,,"1",,2022-06-22 16:10:10.000,2022-06-22 17:10:29.000,
220,1,9,2022-06-23,,"16:58:34","17:40:41",,,"1",,2022-06-23 16:58:34.000,2022-06-23 17:40:41.000,
221,1,10,2022-06-23,,"17:55:29","18:38:56",,,"1",,2022-06-23 17:55:29.000,2022-06-23 18:38:56.000,
222,1,49,2022-06-28,,"17:05:03","17:45:55",,,"1",,2022-06-28 17:05:03.000,2022-06-28 17:45:55.000,
223,1,30,2022-07-01,,"15:55:43","16:40:25",,,"1",,2022-07-01 15:55:43.000,2022-07-01 16:40:25.000,
224,1,17,2022-07-01,,"16:54:18","17:42:04",,,"1",,2022-07-01 16:54:03.000,2022-07-01 17:42:04.000,
225,1,16,2022-07-01,,"16:54:07","17:42:02",,,"1",,2022-07-01 16:54:07.000,2022-07-01 17:42:02.000,
226,1,4,2022-07-04,,"16:46:59","17:31:34",,,"1",,2022-07-04 16:46:59.000,2022-07-04 17:31:34.000,
227,1,15,2022-07-04,,"16:56:53","17:31:37",,,"1",,2022-07-04 16:56:53.000,2022-07-04 17:31:37.000,
228,1,7,2022-07-04,,"16:58:42","17:31:14",,,"1",,2022-07-04 16:58:42.000,2022-07-04 17:31:14.000,
229,1,2,2022-07-04,,"16:58:45","17:31:12",,,"1",,2022-07-04 16:58:45.000,2022-07-04 17:31:12.000,
230,1,12,2022-07-04,,"17:59:37","18:42:16",,,"1",,2022-07-04 17:59:37.000,2022-07-04 18:42:16.000,
231,1,11,2022-07-04,,"18:07:45","18:42:20",,,"1",,2022-07-04 18:07:45.000,2022-07-04 18:42:20.000,
232,1,24,2022-07-04,,"18:54:40","19:38:32",,,"1",,2022-07-04 18:54:40.000,2022-07-04 19:38:32.000,
233,1,42,2022-07-05,,"16:51:03","17:43:20",,,"1",,2022-07-05 16:51:03.000,2022-07-05 17:43:20.000,
234,1,45,2022-07-05,,"16:56:24","17:43:23",,,"1",,2022-07-05 16:56:24.000,2022-07-05 17:43:23.000,
235,1,49,2022-07-05,,"17:01:09","17:41:37",,,"1",,2022-07-05 17:01:09.000,2022-07-05 17:41:37.000,
236,1,23,2022-07-06,,"16:09:40","16:48:19",,,"1",,2022-07-06 16:09:40.000,2022-07-06 16:48:19.000,
237,1,31,2022-07-06,,"17:57:44","18:41:22",,,"1",,2022-07-06 17:57:44.000,2022-07-06 18:41:22.000,
238,1,1,2022-07-06,,"19:15:41","20:01:51",,,"1",,2022-07-06 19:15:41.000,2022-07-06 20:01:51.000,
239,1,3,2022-07-07,,"16:00:09","16:38:24",,,"1",,2022-07-07 16:00:09.000,2022-07-07 16:38:24.000,
240,1,9,2022-07-07,,"16:59:58","17:40:14",,,"1",,2022-07-07 16:59:58.000,2022-07-07 17:40:14.000,
241,1,10,2022-07-07,,"17:56:35","18:44:56",,,"1",,2022-07-07 17:56:35.000,2022-07-07 18:44:56.000,
242,1,30,2022-07-08,,"16:07:16","16:45:13",,,"1",,2022-07-08 16:07:16.000,2022-07-08 16:45:13.000,
243,1,17,2022-07-08,,"16:55:43","17:43:01",,,"1",,2022-07-08 16:54:19.000,2022-07-08 17:43:01.000,
244,1,16,2022-07-08,,"17:41:17","17:43:03",,,"1",,2022-07-08 17:41:17.000,2022-07-08 17:43:03.000,
245,1,50,2022-07-08,,"17:57:15","18:42:37",,,"1",,2022-07-08 17:57:15.000,2022-07-08 18:42:37.000,
246,1,46,2022-07-09,,"15:51:28","16:43:48",,,"1",,2022-07-09 15:51:28.000,2022-07-09 16:43:48.000,
247,1,22,2022-07-09,,"17:04:29","18:20:52",,,"1",,2022-07-09 17:04:29.000,2022-07-09 18:20:52.000,
248,1,27,2022-07-09,,"17:10:04","18:20:45",,,"1",,2022-07-09 17:10:04.000,2022-07-09 18:20:45.000,
249,1,28,2022-07-09,,"17:12:34","18:20:49",,,"1",,2022-07-09 17:12:34.000,2022-07-09 18:20:49.000,
250,1,26,2022-07-09,,"17:39:41","18:20:56",,,"1",,2022-07-09 17:39:41.000,2022-07-09 18:20:56.000,
251,1,21,2022-07-09,,"17:39:46","18:21:00",,,"1",,2022-07-09 17:39:46.000,2022-07-09 18:21:00.000,
252,1,4,2022-07-11,,"16:42:37","17:33:04",,,"1",,2022-07-11 16:42:37.000,2022-07-11 17:33:04.000,
253,1,7,2022-07-11,,"16:45:55","17:34:06",,,"1",,2022-07-11 16:50:51.000,2022-07-12 15:18:19.000,
254,1,15,2022-07-11,,"16:55:57","17:35:02",,,"1",,2022-07-11 17:33:57.000,2022-07-12 15:18:43.000,
255,1,11,2022-07-11,,"18:03:44","18:42:49",,,"1",,2022-07-11 18:03:44.000,2022-07-11 18:42:49.000,
256,1,12,2022-07-11,,"18:32:06","18:42:44",,,"1",,2022-07-11 18:32:06.000,2022-07-11 18:42:44.000,
257,1,24,2022-07-11,,"18:52:26","19:30:26",,,"1",,2022-07-11 18:52:26.000,2022-07-11 19:30:26.000,
258,1,23,2022-07-12,,"16:06:14","16:50:23",,,"1",,2022-07-12 16:06:14.000,2022-07-12 16:50:23.000,
259,1,42,2022-07-12,,"16:54:41","17:41:25",,,"1",,2022-07-12 16:54:41.000,2022-07-12 17:41:25.000,
260,1,45,2022-07-12,,"16:54:46","17:41:55",,,"1",,2022-07-12 16:54:46.000,2022-07-12 17:41:55.000,
261,1,49,2022-07-12,,"17:08:12","17:50:51",,,"1",,2022-07-12 17:08:12.000,2022-07-12 17:50:51.000,
262,1,19,2022-07-13,,"16:08:10","17:10:01",,,"1",,2022-07-13 16:08:10.000,2022-07-13 17:10:01.000,
263,1,48,2022-07-13,,"17:11:06","17:52:11",,,"1",,2022-07-13 17:11:06.000,2022-07-13 17:52:11.000,
264,1,31,2022-07-13,,"17:57:09","18:42:37",,,"1",,2022-07-13 17:57:09.000,2022-07-13 18:42:37.000,
265,1,10,2022-07-14,,"18:04:07",,,,"1",,2022-07-14 18:03:59.000,2022-07-14 18:04:07.000,
266,1,30,2022-07-15,,"16:04:08","16:46:50",,,"1",,2022-07-15 16:04:08.000,2022-07-15 16:46:50.000,
267,1,17,2022-07-15,,"16:57:35","17:40:37",,,"1",,2022-07-15 16:57:35.000,2022-07-15 17:40:37.000,
268,1,44,2022-07-15,,"18:40:27","18:40:30",,,"1",,2022-07-15 18:40:27.000,2022-07-15 18:40:30.000,
269,1,43,2022-07-15,,"18:40:39","18:40:42",,,"1",,2022-07-15 18:40:39.000,2022-07-15 18:40:42.000,
270,1,39,2022-07-16,,"12:57:14","13:54:26",,,"1",,2022-07-16 12:57:14.000,2022-07-16 13:54:26.000,
271,1,32,2022-07-16,,"14:56:59","15:46:53",,,"1",,2022-07-16 14:56:59.000,2022-07-16 15:46:53.000,
272,1,45,2022-07-19,,"16:47:40","17:35:15",,,"1",,2022-07-19 16:47:40.000,2022-07-19 17:35:15.000,
273,1,49,2022-07-19,,"16:52:02",,,,"1",,2022-07-19 16:52:02.000,2022-07-19 16:52:02.000,
274,1,42,2022-07-19,,"16:52:07","17:35:20",,,"1",,2022-07-19 16:52:07.000,2022-07-19 17:35:20.000,
275,1,36,2022-07-19,,"18:10:54","18:52:27",,,"1",,2022-07-19 18:10:54.000,2022-07-19 18:52:27.000,
276,1,1,2022-07-19,,"19:14:06","20:11:09",,,"1",,2022-07-19 19:14:06.000,2022-07-19 20:11:09.000,
277,1,3,2022-07-21,,"15:53:01","16:40:24",,,"1",,2022-07-21 15:53:01.000,2022-07-21 16:40:24.000,
278,1,10,2022-07-21,,"17:58:09","18:44:30",,,"1",,2022-07-21 17:58:09.000,2022-07-21 18:44:30.000,
279,1,3,2022-07-22,,"15:57:20","16:37:12",,,"1",,2022-07-22 15:57:20.000,2022-07-22 16:37:12.000,
280,1,50,2022-07-22,,"17:56:47","18:40:44",,,"1",,2022-07-22 17:56:47.000,2022-07-22 18:40:44.000,
281,1,48,2022-07-27,,"13:56:40","14:40:43",,,"1",,2022-07-27 13:56:40.000,2022-07-27 14:40:43.000,
282,1,7,2022-08-01,,"16:53:12","17:39:40",,,"1",,2022-08-01 16:53:12.000,2022-08-01 17:39:40.000,
283,1,2,2022-08-01,,"16:53:42","17:39:38",,,"1",,2022-08-01 16:53:42.000,2022-08-01 17:39:38.000,
284,1,12,2022-08-01,,"17:58:11","18:43:03",,,"1",,2022-08-01 17:58:11.000,2022-08-01 18:43:03.000,
285,1,11,2022-08-01,,"17:58:14","18:43:00",,,"1",,2022-08-01 17:58:14.000,2022-08-01 18:43:00.000,
286,1,24,2022-08-01,,"18:56:50","19:39:24",,,"1",,2022-08-01 18:56:50.000,2022-08-01 19:39:24.000,
287,1,45,2022-08-02,,"16:49:06","17:29:53",,,"1",,2022-08-02 16:49:06.000,2022-08-02 17:29:53.000,
288,1,36,2022-08-02,,"18:00:46","18:41:30",,,"1",,2022-08-02 18:00:46.000,2022-08-02 18:41:30.000,
289,1,3,2022-08-04,,"15:52:44","16:40:44",,,"1",,2022-08-04 15:52:44.000,2022-08-04 16:40:44.000,
290,1,50,2022-08-05,,"14:56:53","15:41:17",,,"1",,2022-08-05 14:56:53.000,2022-08-05 15:41:17.000,
291,1,30,2022-08-05,,"15:58:06","16:42:08",,,"1",,2022-08-05 15:58:06.000,2022-08-05 16:42:08.000,
292,1,17,2022-08-05,,"16:55:35","17:41:06",,,"1",,2022-08-05 16:55:35.000,2022-08-05 17:41:06.000,
293,1,43,2022-08-05,,"17:59:06","18:41:16",,,"1",,2022-08-05 17:59:06.000,2022-08-05 18:41:16.000,
294,1,44,2022-08-05,,"17:59:14","18:41:11",,,"1",,2022-08-05 17:59:14.000,2022-08-05 18:41:11.000,
295,1,46,2022-08-06,,"10:53:40","11:40:58",,,"1",,2022-08-06 10:53:40.000,2022-08-06 11:40:58.000,
296,1,39,2022-08-06,,"12:56:01","13:52:54",,,"1",,2022-08-06 12:56:01.000,2022-08-06 13:52:54.000,
297,1,32,2022-08-06,,"14:57:29","15:43:38",,,"1",,2022-08-06 14:57:29.000,2022-08-06 15:43:38.000,
298,1,12,2022-08-08,,"17:55:23","18:39:05",,,"1",,2022-08-08 17:55:23.000,2022-08-08 18:39:05.000,
299,1,11,2022-08-08,,"17:56:50","18:38:49",,,"1",,2022-08-08 17:56:50.000,2022-08-08 18:38:49.000,
300,1,24,2022-08-08,,"18:53:42","19:36:18",,,"1",,2022-08-08 18:53:42.000,2022-08-08 19:36:18.000,
301,1,23,2022-08-09,,"16:01:16","16:42:59",,,"1",,2022-08-09 16:01:16.000,2022-08-09 16:42:59.000,
302,1,45,2022-08-09,,"16:56:39","17:43:05",,,"1",,2022-08-09 16:56:39.000,2022-08-09 17:43:05.000,
303,1,42,2022-08-09,,"16:56:42","17:43:03",,,"1",,2022-08-09 16:56:42.000,2022-08-09 17:43:03.000,
304,1,49,2022-08-09,,"16:58:43","17:42:59",,,"1",,2022-08-09 16:58:43.000,2022-08-09 17:42:59.000,
305,1,36,2022-08-09,,"17:57:46","18:44:18",,,"1",,2022-08-09 17:57:46.000,2022-08-09 18:44:18.000,
